key,value
The Loss of a Teardrop Diamond , 2229
Adult World , 1514
Grass , 667
The Concert , 1580
Where the Money Is , 2330
Beyond the Black Rainbow , 150
The Prey , 815
The Lives of Others , 1735
Sleepless in Seattle , 2473
The Glass House , 459
The Big White , 2323
America the Beautiful , 892
Last Chance Harvey , 2230
Bran Nue Dae , 1422
Far and Away , 1364
Blue Crush , 1251
September Dawn , 232
This Means War , 1084
The Heart Is Deceitful Above All Things , 2512
Simon & the Oaks , 2744
Marius , 2749
21 Years: Richard Linklater , 782
I'm So Excited! , 1515
Wrong , 442
The Cuckoo , 1533
King Arthur , 868
Pain & Gain , 791
Ratcatcher , 2742
Mission: Impossible II , 662
The Promise , 591
Dynamite Warrior , 650
Stand Up Guys , 725
China Heavyweight , 591
Everybody's Fine , 1281
The X Files: I Want to Believe , 454
She's the Man , 1235
Drug War , 1203
Fire in the Blood , 667
The Yellow Handkerchief , 2226
Nothing Bad Can Happen , 1746
Babel , 2747
Li'l Quinquin , 503
Bringing Up Bobby , 1531
Snatch. , 740
Guilty of Romance , 1289
Children of Invention , 2740
An Ideal Husband , 1219
Deja Vu , 508
Torremolinos 73 , 2819
Liar Liar , 532
Lola , 2225
The Diving Bell and the Butterfly , 1477
Hipsters , 1189
Problem Child , 594
Entertainment , 2695
Our Day Will Come , 2749
I Now Pronounce You Chuck & Larry , 1236
About a Boy , 2475
X-Men: The Last Stand , 563
Danny Deckchair , 1234
Soul Men , 1581
Do the Right Thing , 2729
Three... Extremes , 292
Keep the River on Your Right: A Modern Cannibal Tale , 572
Going Clear: Scientology and the Prison of Belief , 893
The Magdalene Sisters , 2738
Project Almanac , 150
The Full Monty , 1567
Vatel , 1525
Cursed , 946
Killing Them Softly , 403
Cassadaga , 396
Windfall , 1664
Return to Paradise , 1774
Alex Cross , 555
Chef , 1775
A Mighty Wind , 492
The Night Listener , 682
The Bachelor , 1534
What to Expect When You're Expecting , 2483
Scoop , 453
Charlie St. Cloud , 1302
Rumble Fish , 2748
The Dangerous Lives of Altar Boys , 2814
Fast Five , 813
Tricked , 2834
This Film Is Not Yet Rated , 893
Mamma Mia! , 878
Love N' Dancing , 2230
Something, Anything , 2215
Angels & Demons , 241
The Good, the Bad, the Weird , 819
Potiche , 1500
Crooklyn , 2817
The Shipping News , 2749
eXistenZ , 423
The 40-Year-Old Virgin , 1213
Advanced Style , 343
The Last Man , 1942
Rom�ntico , 894
Centurion , 860
Go Go Tales , 2798
The Burning Plain , 1940
Jonah Hex , 597
Phyllis and Harold , 892
Secretary , 2480
The Trench , 1254
A Brilliant Young Mind , 2820
Raising Victor Vargas , 2212
August: Osage County , 2749
Maybe Baby , 1234
Grown Ups , 1528
Saw 3D: The Final Chapter , 204
The Well-Digger's Daughter , 2225
Message in a Bottle , 2229
Ong-bak 3 , 156
The Treatment , 2479
The Fast and the Furious , 815
Promised Land , 2749
Sound City , 690
Blind Date , 2481
Antitrust , 1436
Hercules , 432
Brain Donors , 1534
The Informant! , 2309
Testament of Youth , 615
Roving Mars , 543
One for the Money , 755
A Cat in Paris , 85
Inequality for All , 893
A Room for Romeo Brass , 2832
Coco Chanel & Igor Stravinsky , 1308
The Deep End of the Ocean , 2749
Lara Croft: Tomb Raider , 530
Mendy , 2743
Outfoxed: Rupert Murdoch's War on Journalism , 892
Cotton Mary , 2747
High School , 1530
2 Autumns, 3 Winters , 1492
My Lucky Star , 693
Nightwatch , 972
Glengarry Glen Ross , 2742
Just Looking , 2834
Out Cold , 402
Mirrors , 500
The Ladykillers , 721
Scarecrow , 2744
Conversations with Other Women , 2480
Cyrus , 2456
Elsa & Fred , 2483
Date Movie , 1216
Le Cercle Rouge , 1409
Ash Wednesday , 1885
The Railway Man , 1524
Freaky Friday , 347
My Best Friend's Girl , 1236
The Little Traitor , 2749
The Juche Idea , 1517
The Good Girl , 2467
Bad Words , 2832
The Hidden Blade , 2225
Biker Boyz , 1442
Ice Age: Dawn of the Dinosaurs , 563
In Bloom , 2748
Call Me Lucky , 343
Jonestown: The Life and Death of Peoples Temple , 666
Being Elmo: A Puppeteer's Journey , 893
The White Diamond , 779
The Haunting in Connecticut , 546
Shopgirl , 2225
Collateral , 1422
Refuge , 2749
Ayurveda: Art of Being , 892
Unfaithful , 1765
Quai des Orf�vres , 1019
Cookie's Fortune , 2808
Unbreakable , 452
The Walker , 1076
Ed Gein , 1208
Cake , 2749
Wicker Park , 1458
Fixing Frank , 2736
Wordplay , 893
The Arbor , 705
Eklavya: The Royal Guard , 1145
Make Your Move , 22
Lovely, Still , 2230
Crazy Horse , 894
Brighton Rock , 1420
The Ambassador , 893
Fading Gigolo , 1517
Hot Pursuit , 791
The Lucky One , 2229
Eagle Eye , 474
Protocols of Zion , 893
The Year My Parents Went on Vacation , 2748
A Simple Plan , 1412
Never Let Me Go , 1252
The Three Musketeers , 451
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara , 198
American Pie , 1234
Tell Me Something , 659
The Phantom of the Opera , 1192
Harvard Beats Yale 29-29 , 317
GoldenEye , 562
The Man Who Cried , 1360
High Hopes , 2790
Love & Other Drugs , 2482
McLibel , 893
The Sixth Sense , 1017
Dangerous Liaisons , 1442
The Lion King , 406
13 , 1709
Startup.com , 893
Mulan , 327
Simon Magus , 100
Scary Movie 5 , 1190
Dust , 1169
Flipped , 2484
Unknown White Male , 779
The Milk of Sorrow , 1301
Agent Cody Banks 2: Destination London , 823
Lost in Space , 539
Bring It On , 452
House of Flying Daggers , 834
House , 973
What Happens in Vegas , 1236
Swimming Pool , 1736
The Reluctant Fundamentalist , 1747
Cocaine Cowboys , 581
Sharkwater , 892
Delhi-6 , 2834
Atlantis: The Lost Empire , 563
The Bridge , 1709
Quincea�era , 2742
Them , 389
Le Petit Soldat , 1223
Ice Age , 423
2001: A Space Odyssey , 52
Father of the Bride , 1528
Driving Miss Daisy , 2736
Crumb , 342
The Happening , 815
Paranormal Activity 4 , 292
Mercy Streets , 1255
Serendipity , 1235
Anatomy of Hell , 2749
The Greatest Game Ever Played , 347
Broken Wings , 2743
Twixt , 391
Detour , 87
Concerning Violence , 431
After Fall, Winter , 1846
Sorority Boys , 1518
The Deserted Station , 2736
Coffee Date , 1235
Mona Lisa Smile , 2749
Angel-A , 1566
Bulletproof Monk , 495
Sky High , 531
Extremely Loud & Incredibly Close , 552
Little Birds , 2749
I Spy , 823
Down and Derby , 592
His Secret Life , 2226
Magic in the Moonlight , 1234
The Perfect Score , 740
The Secret Lives of Dentists , 2725
Burning Blue , 1518
Finding Mr. Right , 1528
Rosewater , 1484
Viktor , 1174
Foxcatcher , 514
Battle for Terra , 563
War and Peace , 576
The Little Death , 2483
Freeway , 2325
Isn't She Great , 934
Little Children , 2225
Step Up , 1041
The Producers , 438
Cliffhanger , 665
In My Country , 2229
Mission to Mars , 412
Hancock , 126
As Good as It Gets , 2482
Catch Hell , 1746
Tremors , 236
The Lincoln Lawyer , 1431
Musicwood , 327
Double Dare , 894
Fort Bliss , 1246
You're Not You , 2749
Samehada otoko to momojiri onna , 474
Saving Lincoln , 158
Bukowski: Born into This , 779
Kissing Jessica Stein , 2472
From Prada to Nada , 2483
Resident Evil: Extinction , 318
The Amazing Truth About Queen Raquela , 1488
Anton Chekhov's The Duel , 2717
Pi , 1740
Mississippi Burning , 1083
The Way Home , 2749
Marilyn Hotchkiss' Ballroom Dancing & Charm School , 1424
Enough , 1404
The Crocodile Hunter: Collision Course , 819
Frank , 1565
Public Enemies , 1199
In the Company of Men , 2790
Jimmy Neutron: Boy Genius , 552
The Attorney , 2749
Ong-bak , 296
Dinner for Schmucks , 1517
Felix and Meira , 2225
Dear Frankie , 2230
Scent of a Woman , 2749
Dandelion , 2229
Looking for Palladin , 1534
Blindsight , 571
Becoming Jane , 1524
Mademoiselle C , 894
Brassed Off , 2482
Puss in Boots , 421
The Salvation , 1096
Sacrifice , 1293
The Two Jakes , 1079
No Strings Attached , 1234
I Was Born, But... , 2781
Whatever It Takes , 2311
Finding Bliss , 1236
Booye kafoor, atre yas , 2748
Lebanon, Pa. , 2749
Lemon Tree , 2742
Paul Williams Still Alive , 343
Punks , 981
Princess Mononoke , 318
Good Dick , 2482
Silent Hill , 207
The Babysitters , 2749
Biggie and Tupac , 344
Bad Lieutenant , 1882
August , 2749
W.E. , 1355
Army of Crime , 382
Food of Love , 1308
Wild Horse, Wild Ride , 544
Who Framed Roger Rabbit , 475
Me Myself I , 1235
The Secret World of Arrietty , 325
Wanted , 472
Scooby-Doo , 354
Blood Work , 1241
Stay , 2749
Dead Snow 2: Red vs. Dead , 406
Go for Sisters , 1421
A LEGO Brickumentary , 892
Punch-Drunk Love , 2473
Magnolia , 2747
Girl, Interrupted , 1491
House of 1000 Corpses , 293
Blackwoods , 997
Prometheus , 169
The Woman in the Fifth , 1005
The Vow , 2229
Lost Souls , 813
American Pimp , 893
Crazy Love , 893
The Colony , 318
The Weather Man , 2820
Rampart , 1865
Rushlights , 1722
White Squall , 1282
Alone in the Dark , 152
Best in Show , 1503
Oldboy , 716
The Sisterhood of the Traveling Pants , 2477
Smashed , 2739
P.S. , 1562
Extract , 1193
49 Up , 779
The Ladies Man , 1494
Flags of Our Fathers , 383
The Bridges of Madison County , 2229
Adult Beginners , 2800
Dogma , 541
Looking for Eric , 1562
8MM , 745
Pumpkin , 2483
Salt of This Sea , 2229
Goya in Bordeaux , 589
Sin Nombre , 1019
Tazza: The High Rollers , 712
Amreeka , 2741
Sholem Aleichem: Laughing in the Darkness , 894
Timbuktu , 2704
Dark Touch , 266
Willard , 320
Days of Grace , 403
Happythankyoumoreplease , 2483
The Sun , 1282
Maidentrip , 288
Last Ride , 2742
My Date with Drew , 892
The Triplets of Belleville , 1506
Fading of the Cries , 166
Limelight , 893
The Adjustment Bureau , 176
Bad Kids Go to Hell , 303
Identity , 239
Derrida , 894
Love in the Time of Cholera , 2229
Wild Hogs , 814
Monty Python and the Holy Grail , 532
Teza , 2735
Twice Born , 1293
Serving Sara , 1170
The Unknown Known , 893
The Curious Case of Benjamin Button , 1296
The Station Agent , 2798
Smoke , 2820
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe , 266
Spanglish , 2483
Be Kind Rewind , 2834
Gerontophilia , 1235
The Singing Detective , 375
Man of the Year , 2483
Price Check , 2763
10,000 BC , 868
My Blueberry Nights , 2230
Yoo-Hoo, Mrs. Goldberg , 779
Hatchet , 551
Bless the Child , 748
Vitus , 1309
The Stanford Prison Experiment , 1741
Cedar Rapids , 1492
Living in Emergency , 894
Bridegroom , 893
He Was a Quiet Man , 2483
Kiss of the Dragon , 1253
127 Hours , 618
Pride , 1768
Stonehearst Asylum , 394
Shit Year , 2748
Cars 2 , 423
Butter , 1534
Dear Mr. Watterson , 893
The Stone Angel , 2748
Aliens , 312
Da Sweet Blood of Jesus , 893
Valmont , 2230
Kitchen Stories , 2803
Nights and Weekends , 2744
Better Living Through Circuitry , 481
Redbelt , 1184
Lay the Favorite , 2834
Kamikaze Girls , 1530
Night Catches Us , 2221
The Hunger Games , 256
Starsky & Hutch , 728
Bj�rk: Biophilia Live , 692
We Need to Talk About Kevin , 2748
Shut Up & Sing , 397
The Chameleon , 1208
Remember Me , 2227
24 Exposures , 1420
Brake , 459
That's the Way I Like It , 1581
Cashback , 2483
Queen of the Damned , 306
Bread and Tulips , 1224
The Guys , 2747
Apocalypse Now , 1248
Jet Lag , 1231
Monkey Kingdom , 893
Freedom Writers , 1207
Trouble Every Day , 971
The Forecaster , 892
Civil Brand , 1436
The People vs. George Lucas , 1011
To the Wonder , 2225
Cobain: Montage of Heck , 397
Angel Eyes , 2229
The Underneath , 403
Waste Land , 893
Bullet to the Head , 815
Fairhaven , 2799
A Man Named Pearl , 892
The Chamber , 1747
Rembrandt's J'Accuse , 547
The Stepfather , 687
Texas Killing Fields , 1024
Did You Hear About the Morgans? , 2484
A Beautiful Mind , 1491
C.S.A.: The Confederate States of America , 1532
The Riot Club , 1741
The Distinguished Gentleman , 739
La Dolce Vita , 2781
Management , 2482
The Boy , 971
The Retrieval , 239
Steve Jobs: The Man in the Machine , 893
2009 Loseuteu maemorijeu , 633
Doogal , 423
The Goebbels Experiment , 394
Poetry , 2731
Van Helsing , 530
Absolutely Anything , 469
Oceans , 1702
Center Stage , 1359
4 Little Girls , 664
Ping Pong Playa , 447
Bride of the Wind , 643
Real Women Have Curves , 2806
Futuro Beach , 2744
Maladies , 2748
Moon , 1185
Himizu , 1882
Untraceable , 1436
The Myth of the American Sleepover , 2471
You've Got Mail , 2480
The Score , 462
Annie , 1598
Waist Deep , 1254
Scream 4 , 206
YPF , 2484
An American Werewolf in Paris , 947
Indiana Jones and the Temple of Doom , 432
Chicken Little , 423
Marie's Story , 162
Onegin , 2230
Beautiful City , 2748
From Dusk Till Dawn , 463
Source Code , 331
Sunset Edge , 1005
No One Lives , 387
Seven Psychopaths , 728
Ouija , 292
Unconscious , 917
Riding Giants , 192
I Hate Valentine's Day , 1185
Chicken with Plums , 2811
Zookeeper , 1015
Safety Not Guaranteed , 2477
Bruce Almighty , 1566
Stealing Harvard , 741
Cameraman: The Life and Work of Jack Cardiff , 780
The Rewrite , 1234
El Crimen Perfecto (The Perfect Crime) , 718
Happy Feet 2 , 359
Law Abiding Citizen , 1412
What Is a Man Without a Moustache? , 2480
The Lorax , 360
Mad Max , 559
Valkyrie , 818
Child of God , 1422
Dust to Glory , 453
Walter , 2834
The Tempest , 1565
The Condemned , 292
Gayby , 2817
Affliction , 994
Prince of Central Park , 833
You, the Living , 1565
Face , 2749
Linda Linda Linda , 1575
The Big Wedding , 1528
Happiness , 2799
A Master Builder , 2721
Mumford , 2822
Scotland, Pa. , 739
The Mist , 427
Sparrows Dance , 2477
Jeepers Creepers II , 396
The Namesake , 2738
Bolt , 421
Flicka , 400
Talladega Nights: The Ballad of Ricky Bobby , 311
Ask the Dust , 2224
William Kunstler: Disturbing the Universe , 892
Transporter 3 , 783
Joyful Noise , 522
Bastards , 2731
The Legend of 1900 , 1360
National Lampoon's Gold Diggers , 520
A Beautiful Life , 1851
Warriors of Heaven and Earth , 867
A Short History of Decay , 1518
Urbania , 2739
North Country , 2747
Iraq for Sale: The War Profiteers , 576
Kill by Inches , 322
Best Night Ever , 1495
Funny Ha Ha , 2763
DOA: Dead or Alive , 432
Shakespeare in Love , 2451
Homme Less , 781
Slow Learners , 1221
Sixty Six , 1776
Doubt , 1407
A Man of No Importance , 2822
Choke , 2834
The Best Man , 2820
A Prairie Home Companion , 1564
Live-In Maid , 2737
Man on Wire , 394
4 Months, 3 Weeks and 2 Days , 2714
Superman , 610
Big Game , 432
Girl Rising , 893
Confessions of a Dangerous Mind , 466
Chocolat , 2229
Wild Card , 1254
High Heels , 2483
Home Movie , 894
Bad Boys II , 791
Swimming to Cambodia , 2830
Chaos Theory , 2483
The Yards , 1929
Shadows , 546
Secret Window , 241
Burzynski , 731
Gohatto , 828
Cherry Blossoms , 2230
Kelly & Cal , 2799
The Stendhal Syndrome , 499
Resolution , 473
Harvard Man , 2310
Godspeed , 1008
Good Bye Lenin! , 2480
Heading South , 2731
Deadly Sisters , 1434
Aliens vs. Predator: Requiem , 318
Charlie Wilson's War , 1773
Children Underground , 893
12 , 1423
Won't Back Down , 2749
An Affair of Love , 2226
Hanna , 664
Teenage , 666
Brand: A Second Coming , 780
The Counselor , 1429
Dahmer , 1188
A Home at the End of the World , 2229
Boogeyman , 545
Wolves , 153
Happy Christmas , 2752
Br�no , 1517
Passionada , 2482
All Over the Guy , 1235
Howl's Moving Castle , 327
3 Women , 2748
Hitch , 1231
6 Souls , 495
What Goes Up , 2405
S�lo con tu pareja , 1235
The Weight of Water , 1087
Flypaper , 513
Brothers , 818
The Mighty Macs , 1191
�vocateur: The Morton Downey Jr. Movie , 893
Awake: The Life of Yogananda , 892
Pete Seeger: The Power of Song , 690
The Lego Movie , 555
Ernest & Celestine , 1515
Star Trek: The Motion Picture , 170
The Princess Bride , 532
Halloween: Resurrection , 420
Charlie's Country , 2741
The Lobster , 899
Casanova , 1779
The Bridge of San Luis Rey , 2207
Odd Thomas , 206
I Believe in Unicorns , 2722
Made of Honor , 1236
Yours, Mine & Ours , 354
Great World of Sound , 1565
Bluebeard , 58
We Have a Pope , 2816
Ordinary People , 2738
Miss Congeniality 2: Armed and Fabulous , 791
Very Annie Mary , 441
Deuce Bigalow: European Gigolo , 1528
Spinning Plates , 894
Madadayo , 2742
Being Ginger , 892
The Taking of Pelham One Two Three , 815
Mirage , 2749
King Corn , 893
Down and Out in Beverly Hills , 1421
The Source Family , 691
The Heat , 785
Beyond the Lights , 1299
The Face of an Angel , 2749
To Rome with Love , 1231
Declaration of War , 2739
Backdraft , 1255
Confessions of a Teenage Drama Queen , 314
Diminished Capacity , 1516
Learning to Drive , 2480
Bolivia , 2748
Hitler's Children , 667
Nuit #1 , 2747
Kingdom of Heaven , 867
Howards End , 2214
A Time for Drunken Horses , 1251
Amnesiac , 546
Shaun the Sheep Movie , 415
Duplicity , 475
Days of Glory , 1242
Barb Wire , 214
A Little Help , 2479
The Son of No One , 1436
Tadpole , 2464
The Last Song , 2228
Hubble 3D , 540
Crash , 2748
Eureka , 2743
The Nutcracker in 3D , 199
White God , 2727
Leap Year , 2721
Open Water , 545
The Comedy , 2749
Fright Night , 551
Cantinflas , 1778
Sorority Row , 207
They Came Together , 1497
Punching the Clown , 1519
Being Human , 2835
Not Forgotten , 452
Kickin' It Old Skool , 1407
Lightning in a Bottle , 690
The Groomsmen , 1575
Boy Culture , 2749
Generation P , 1513
The Godfather: Part III , 1886
A Love Song for Bobby Long , 2749
Musical Chairs , 2224
Slow West , 265
The Salt of the Earth , 779
Boys and Girls , 2484
Life in a Day , 1708
Cop Out , 791
Abandon , 567
Trading Places , 1518
The Mod Squad , 778
My Joy , 1267
Somm , 893
The Hurricane , 518
Pushing Tin , 2483
The Man Without a Past , 2468
Undead , 407
Delirious , 2476
Impostor , 816
Terms and Conditions May Apply , 563
Dazed and Confused , 1510
Game 6 , 1510
Selma , 609
Burn After Reading , 2323
Alien Outpost , 508
My Best Friend's Wedding , 1234
Beetlejuice , 542
Marmaduke , 593
Vicky Cristina Barcelona , 2225
Obsessed , 1732
La Rafle , 386
Terminator Salvation , 214
Killing Season , 1162
Blood Ties , 1436
Die Another Day , 666
Bull Durham , 883
The Mothman Prophecies , 545
Clerks , 1518
Unaccompanied Minors , 534
Shanghai Calling , 2483
Hellion , 1744
The Little Prince , 33
Django Unchained , 20
CSNY/D�j� Vu , 693
Celebrity , 2835
Edge of Darkness , 1083
A Band Called Death , 397
Rachel Getting Married , 2207
Cloud 9 , 2225
In the Land of Blood and Honey , 1275
Doctor Dolittle , 352
Wings of Desire , 1293
Bandslam , 1584
Fatal Attraction , 1740
Ghost Rider , 367
The Hammer , 891
Alila , 2820
Reasonable Doubt , 395
Wadd: The Life & Times of John C. Holmes , 240
Maze , 2229
Place Vend�me , 1870
Citizen Toxie: The Toxic Avenger IV , 237
Divine Intervention , 1290
East Is East , 2797
The Fourth Kind , 337
Star Wars: Episode IV - A New Hope , 519
Madison , 1191
The Canal , 496
Captive , 2749
Miss Bala , 1388
Splinter , 425
Edge of Tomorrow , 563
Smiley Face , 1459
Madagascar , 423
Where's Marlowe? , 309
Journeys with George , 892
The Saddest Music in the World , 411
The Foot Fist Way , 1515
Pandorum , 234
Storytelling , 2483
Changing Lanes , 1735
Deadline , 1019
The Brown Bunny , 2741
The War Zone , 2747
When Will I Be Loved , 1744
The Final Season , 1191
Daddy Day Camp , 591
Venus , 2458
Heartbeat Detector , 461
If I Stay , 1360
A Fish Called Wanda , 712
Honeydripper , 1016
Easier with Practice , 2215
X-Men: Days of Future Past , 561
Cuban Fury , 1522
Siddharth , 2742
Believe Me , 2812
Babymother , 1120
The Wash , 1425
Jurassic World , 563
In the Cut , 239
Taken 3 , 293
Adorenarin doraibu , 1516
Pee-wee's Big Adventure , 536
Tokyo Godfathers , 406
Hoodwinked! , 360
Hitchcock , 1492
The Horse Boy , 893
The French Minister , 1505
Last Days in Vietnam , 198
Entourage , 1531
L'ennui , 2226
The Prince , 292
The White Ribbon , 1401
The Dictator , 1517
Cloudy with a Chance of Meatballs 2 , 358
The Taking of Tiger Mountain , 91
3:10 to Yuma , 1021
Big , 1557
Dangerous Minds , 1491
Inglourious Basterds , 386
Caterpillar , 1243
Cinema Paradiso , 2747
The Other Side of the Bed , 1424
Sky Blue , 187
I Am Breathing , 779
Zack and Miri Make a Porno , 1232
Turn the River , 2748
The Manson Family , 1016
Two for the Money , 754
The Quiet Ones , 292
I'm Not There. , 641
Gosford Park , 1386
4 , 447
Winter in the Blood , 4
71 Fragments of a Chronology of Chance , 2747
The Rock , 669
Umberto D. , 2732
Intacto , 1745
Celine: Through the Eyes of the World , 693
42 , 518
Much Ado About Nothing , 2470
Pussy Riot: A Punk Prayer , 344
Hitman: Agent 47 , 818
After the Sunset , 791
K-PAX , 1184
Dot the I , 1776
The Girl Cut in Two , 1729
X-Men , 563
Pawn Shop Chronicles , 775
The Catechism Cataclysm , 1520
Purple Rain , 277
The Other Man , 1018
The Possession of Michael King , 294
Journey to the West , 535
Knuckleball! , 598
Batman Begins , 432
Night at the Museum: Secret of the Tomb , 536
Visitors , 893
Dior and I , 893
Love Actually , 2483
Awesome; I Fuckin' Shot That! , 691
The Da Vinci Code , 241
The World Is Not Enough , 666
In Time , 508
Ghostbusters II , 549
Killer Joe , 1422
Dragonslayer , 893
Wirey Spindell , 1226
Trust Me , 2834
RED 2 , 791
Pure , 2742
Dark Blue World , 534
The Muse , 1514
Burke and Hare , 500
Bio-Dome , 510
Broken Arrow , 812
The Truth About Charlie , 239
G.B.F. , 1224
Stolen Summer , 2747
Sling Blade , 2740
The Stone Roses: Made of Stone , 690
Hyena , 1882
Patrik, Age 1.5 , 2817
Diplomatie , 2741
High Noon , 647
Youth in Revolt , 2479
Lethal Weapon 3 , 818
Jealousy , 2740
Nicholas Nickleby , 2225
Amigo , 1244
Hotel de Love , 2483
Monsters, Inc. , 421
Green Room , 388
Stonewall Uprising , 666
Luc�a, Luc�a , 634
Citadel , 946
No Reservations , 2482
Stuck on You , 1500
Only Lovers Left Alive , 1280
The Fallen , 512
Actress , 1668
Land of Plenty , 1253
The Rabbi's Cat , 313
Gray Matters , 1236
A Touch of Sin , 2737
Honeymoon , 332
Monster , 1199
The Tale of Despereaux , 423
Beltracchi: The Art of Forgery , 344
Cesar Chavez , 162
Tamara , 322
The Yes Men Are Revolting , 894
Beeswax , 2781
Derailed , 1746
My Own Private Idaho , 2737
Dylan Dog: Dead of Night , 280
Bait , 817
After the Wedding , 2742
Modus Operandi , 402
Far from the Madding Crowd , 2225
Indiana Jones and the Last Crusade , 432
Sexy Beast , 403
Son of God , 1491
Cape Fear , 403
Checking Out , 1531
Snitch , 1174
Underwater Dreams , 148
Mystic Pizza , 2479
Whip It , 1187
Standing in the Shadows of Motown , 690
Cocktail , 1907
Rock Star , 1575
The Blind Swordsman: Zatoichi , 782
Valentine's Day , 1236
Aliyah , 2727
The Last Castle , 1174
The Gift , 239
Control Room , 893
Coming to America , 1235
The Isle , 1745
Street Fighter: The Legend of Chun-Li , 474
At Middleton , 1224
Un Flic , 403
Wild Tigers I Have Known , 2749
Ocean's Twelve , 403
Epidemic , 1276
Fast Food Fast Women , 1236
Stray Dog , 573
Dirty Deeds , 1522
All the Wilderness , 2747
Little Manhattan , 1014
Hostage , 1087
Evening , 2229
The Green Mile , 961
Drive , 1880
Appropriate Behaviour , 2473
The Mostly Unfabulous Social Life of Ethan Green , 1236
White Elephant , 2740
Devil's Knot , 1208
The Horse Whisperer , 1160
Sex Tape , 1235
Knife Fight , 2749
The One I Love , 2479
Starry Eyes , 105
One Man's Hero , 500
The Lodger , 604
Barry Munday , 1235
Smart People , 2479
Young Adult , 2786
A Teacher , 2747
Painted Fire , 1482
Museum Hours , 2716
Half Nelson , 2726
Elizabeth , 616
Postman Pat: The Movie , 358
The Blind Side , 518
Such a Long Journey , 4
Johnny English Reborn , 823
The Truman Show , 2733
The Oil Factor: Behind the War on Terror , 857
Grateful Dawg , 893
3 Strikes , 1075
The Quick and the Dead , 266
Man in the Chair , 2835
Bad 25 , 693
Me You Them , 2479
Gone in Sixty Seconds , 818
Thirteen , 1485
The Young and Prodigious T.S. Spivet , 868
Long Live Freedom , 2835
World Traveler , 2749
Water for Elephants , 2229
American Hardcore , 278
The Life and Times of Hank Greenberg , 317
Fifty Dead Men Walking , 1746
The Girl from Monday , 490
Universal Soldier: Day of Reckoning , 227
I Capture the Castle , 2229
The Thin Red Line , 1250
Dead & Breakfast , 140
Jackass: The Movie , 1012
A Bird of the Air , 2229
Kal Ho Naa Ho , 2483
Chicago , 363
Confessions of a Shopaholic , 1236
Maniac , 394
Barney's Version , 2820
My Best Friend , 1516
King Leopold's Ghost , 893
Terror's Advocate , 394
Clueless , 1214
Cremaster 3 , 1216
Red , 1745
Dear Zachary: A Letter to a Son About His Father , 931
Tae Guk Gi: The Brotherhood of War , 534
Hangar 10 , 427
Big Star: Nothing Can Hurt Me , 893
The House of Yes , 2834
The Other Side of Heaven , 621
Bart Got a Room , 1514
What's Cooking? , 2834
Mrs Henderson Presents , 1569
A Tale of Two Sisters , 541
MASH , 1527
What Women Want , 989
The Inheritance , 2747
Chalet Girl , 1236
Megiddo: The Omega Code 2 , 530
Amy , 397
House at the End of the Street , 500
Anastasia , 407
George Washington , 2736
Backcountry , 956
Our Little Sister , 2748
War of the Worlds , 251
Th�r�se: The Story of Saint Th�r�se of Lisieux , 1359
Pootie Tang , 324
Sugar Town , 497
Kill Bill: Vol. 1 , 155
The Bourne Ultimatum , 296
Two Lives , 1744
Reign of Fire , 530
Behind the Mask: The Rise of Leslie Vernon , 423
Evidence , 375
Into the Abyss , 578
Bus 174 , 578
The Trials of Henry Kissinger , 894
Shooting Fish , 1204
Thank You for Smoking , 2820
No Country for Old Men , 1409
The Blue Angel , 1294
Hereafter , 1221
Reindeerspotting - Escape from Santaland , 892
The Stroller Strategy , 1332
Coldwater , 1746
An Injury to One , 894
Muscle Shoals , 394
The Libertine , 2749
Boys on the Side , 2814
Les coquillettes , 2757
Movie 43 , 1461
Two of a Kind , 410
V/H/S: Viral , 585
The Spanish Apartment , 2825
Mugabe and the White African , 893
Rust and Bone , 2225
Moms' Night Out , 1518
Shakespeare High , 892
The Gunman , 1254
Tears of the Sun , 1174
Must Love Dogs , 1234
Brick Lane , 2748
The Final Destination , 396
G.I. Joe: Retaliation , 563
One Hundred Mornings , 2735
A Good Year , 2483
42 Up , 779
The Blackout , 2749
Silent Waters , 2749
Mafioso , 2284
Tasting Menu , 1528
Han Gong-ju , 2748
What the Bleep!?: Down the Rabbit Hole , 1708
Miracle , 616
Undiscovered , 982
Love in the Time of Money , 2484
Meet Joe Black , 1302
Revolution #9 , 457
I Can Do Bad All by Myself , 2722
No Place on Earth , 578
Miss Violence , 2738
Dungeons & Dragons , 772
Black Dynamite , 655
Tuesday, After Christmas , 2214
The Sorcerer's Apprentice , 823
Adventures of Power , 524
The Revenant , 564
Skateland , 2748
Twins , 1518
Boys Life 3 , 2229
Gangs of Wasseypur , 1238
Haywire , 296
The Beach , 871
Violette , 1515
Harsh Times , 1254
Boys Don't Cry , 1507
Sleep Tight , 958
As Cool as I Am , 2808
The Princess of France , 2732
The Exploding Girl , 2736
Where the Heart Is , 2454
The Day , 563
Heathers , 2310
Music Within , 1778
50/50 , 2820
Total Recall , 466
American Outlaws , 30
Bounce: Behind the Velvet Rope , 891
Everyone's Hero , 423
The Escapist , 1434
The Taste of Money , 2747
Storage 24 , 155
Shrek 2 , 417
Final Destination 2 , 396
The Bang Bang Club , 616
I Am Love , 2215
Rio , 423
